Go here,ftp://ftp.srl.caltech.edu/pub/,Go to nustar/from_hassif/straylight_triage,,,,"Bad = No stray light, Good = Obvious stray light from this source, Easy = ONLY stray light from this source",
Name,,Sequence ID,Off-axis (deg),Exposure (ks),Checked By:,Good / Bad / Easy,Notes
GX 340+0,HESSJ1640m465,30002021019,1.275817541,19467.5645,,,
GX 340+0,HESSJ1640m465,30002021021,1.300396035,19799.3161,,,
GX 340+0,HESSJ1640m465,30002021023,1.286914667,22552.0914,,,
GX 340+0,HESSJ1640m465,30002021025,1.288737109,21941.0693,,,
GX 340+0,HESSJ1640m465,30002021027,1.302166733,20352.6011,,,
GX 340+0,HESSJ1640m465,30002021029,1.303934855,22218.0345,,,
GX 340+0,HESSJ1640m465,30002021031,1.287167252,4570.3466,,,
GX 340+0,HESSJ1640m465,30002021033,1.233216463,4419.004,,,
GX 340+0,HESSJ1640m465,30002021034,1.223928453,16773.1253,,,
GX 340+0,CXOUJ163750d8m465545,30001033002,1.868930246,51986.3588,,,
GX 340+0,HESSJ1640m465,30002021036,1.231787749,32513.142,,,
GX 340+0,4U1630m47,90002004002,2.664888143,15735.4942,,,
GX 340+0,4U1630m47,90002004004,2.65816751,16117.8668,,,
GX 340+0,HESSJ1640m465,30002021038,1.24059388,32089.3261,,,
GX 340+0,HESSJ1640m465,30002021040,1.245974858,52331.8485,,,
GX 340+0,CXOUJ163601d2m474853,30160003002,2.771467493,78982.2041,,,
GX 340+0,IGR_J16320m4751,30101026002,3.276364128,49893.7826,,,
GX 340+0,CXOUJ163543d2m473411,30160002002,2.621911366,99512.5897,,,
GX 340+0,CXOUJ163709d7m473157,30160001002,2.447138432,50437.18,,,
GX 340+0,HESSJ1640m465,30002021042,1.289108158,49144.3883,,,
GX 340+0,HESSJ1640m465,30002021044,1.290216476,45896.5526,,,
GX 340+0,IGR_J16493m4348,30102054002,1.873557516,22628.6805,,,
GX 340+0,IGR_J16493m4348,30102054004,1.871111754,31228.4427,,,
GX 340+0,IGR_J16493m4348,30102054006,1.888156686,21561.1383,,,
GX 340+0,HESSJ1640m465,30002021046,1.293231656,50350.9695,,,
GX 340+0,PNE_G343,30301024002,3.724805984,37106.5707,,,
GX 340+0,Swift_J1658d2m4242,90401307001,3.68628994,487.7658,,,
GX 340+0,Swift_J1658d2m4242,90401307002,3.69404856,33337.1134,,,
GX 340+0,Swift_J1658d2m4242,80301301002,3.69534735,31536.7413,,,
GX 340+0,Swift_J1658d2m4242,80302302002,3.69553834,24024.8463,,,
GX 340+0,Swift_J1658d2m4242,80302302004,3.694531861,25075.9267,,,
GX 340+0,Swift_J1658d2m4242,80302302006,3.694018354,28244.5769,,,
GX 340+0,Swift_J1658d2m4242,80302302008,3.695579498,26714.1436,,,
GX 340+0,Swift_J1658d2m4242,80302302010,3.697687732,29102.0012,,,
GX 340+0,Swift_J1658d2m4242,90401317002,3.695672283,28493.0101,,,
GX 340+0,MAXI_J1631m479,90401372002,3.272907468,1155.7907,,,
GX 340+0,AX_J1631d9m4752,90401373002,3.209152821,2322.1764,,,
GX 340+0,MAXI_J1631m479,90501301001,3.275738921,14916.7652,,,
GX 340+0,1356.196757,2552.006698,,,,,
,,,,,,,
M 1812-12,IGRJ18214m1318,30001140002,1.942737312,26290.4641,Brian,Bad,"Barely seen, if at all"
M 1812-12,GX_17p2,30101023002,1.937724343,11447.1853,Brian,Bad,Primary is too bright
M 1812-12,IGRJ18293m1213,30161002002,3.466497161,29901.4917,Brian ,Bad,
M 1812-12,LS_5039,30201034002,3.858777509,178093.1177,Brian,Bad,
M 1812-12,PSR_J1826m1334,30364004002,3.080925375,51845.5252,Brian,Bad,
M 1812-12,MAXI_J1813m095,80402303002,2.606953264,20544.7577,Brian,Bad,
M 1812-12,MAXI_J1813m095,80402303004,2.607327201,20431.9942,Brian,Bad,
M 1812-12,MAXI_J1813m095,80402303006,2.607629786,23236.1115,Brian,Bad,
M 1812-12,37.7376494,361.7906474,,,,,
,,,,,,,
4U 1822-371,SAX_J1808d4m3658,90102003002,3.446726536,49267.7721,Brian,Bad,Maybe just a sliver in the upper right corner of FPMA
4U 1822-371,SAX_J1808d4m3658,90102003004,3.438963553,21508.7674,Brian,Maybe?,"Unidentified SL component, but I think it's something else"
4U 1822-371,SAX_J1808d4m3658,90102003006,3.43340707,83812.3259,Brian,Good,Just in corner of FPMA
4U 1822-371,IRAS_F18293m3413,60101077002,3.261554544,21770.726,Brian,Easy,Upper right corner of both FPMs.
4U 1822-371,0,176.3595914,,,,,
,,,,,,,
4U 1636-536,IGRJ16181m5407,30161006002,3.345905329,58859.9103,Brian,Easy,Just in the corner of the FoV
4U 1636-536,0,58.8599103,,,,,
,,,,,,,
IGR J16318-4848,Norma_MOS008,40014008002,1.398665982,16573.1363,Brian,Bad,
IGR J16318-4848,Norma_MOS009,40014009001,1.453550013,14653.1126,Brian,Bad,
IGR J16318-4848,Norma_MOS003,40014003001,1.263936139,20846.0837,Brian,Bad,
IGR J16318-4848,Norma_MOS004,40014004001,1.254725384,19440.002,Brian,Bad,Ghost rays?
IGR J16318-4848,Norma_MOS005,40014005001,1.301913188,21241.2728,Brian,Bad,
IGR J16318-4848,Norma_MOS006,40014006001,1.355935642,18958.6887,Brian,Bad,
IGR J16318-4848,Norma_MOS007,40014007001,1.358178231,22639.8596,Brian,Bad,
IGR J16318-4848,Norma_MOS001,40014001001,1.151271079,18406.6446,Brian,Bad,Ghost rays?
IGR J16318-4848,Norma_MOS002,40014002001,1.203150304,19497.4487,Brian,Bad,Ghost rays?
IGR J16318-4848,NuSTARJ163433m473841,30001012002,1.273268615,16599.8604,Brian,Bad,Maybe some mixing
IGR J16318-4848,Norma_MOS011,40014011002,2.728178638,22213.1409,Brian,Bad,Unidentified source
IGR J16318-4848,Norma_MOS012,40014012001,2.735133746,20179.2882,Brian,Bad,Unidentified source
IGR J16318-4848,Norma_MOS013,40014013001,2.755860048,21114.24,Brian,Bad,
IGR J16318-4848,Norma_MOS014,40014014001,2.865642898,17060.0072,Brian,Bad,
IGR J16318-4848,Norma_MOS015,40014015001,2.834187651,19339.716,Brian,Bad,
IGR J16318-4848,Norma_MOS016,40014016001,2.753027378,20468.0578,Brian,Bad,
IGR J16318-4848,Norma_MOS017,40014017001,2.737964326,24783.436,Brian,Bad,
IGR J16318-4848,Norma_MOS018,40014018001,2.807218108,24702.6759,Brian,Bad,
IGR J16318-4848,Norma_MOS019,40014019001,2.845688162,26652.9928,Brian,Bad,
IGR J16318-4848,HESSJ1640m465,30002021002,2.667403442,63922.8195,Brian,Mixed,FPMA mixed with other sources
IGR J16318-4848,HESSJ1640m465,30002021003,2.707187121,21359.2558,Brian,Mixed,FPMA mixed with other sources
IGR J16318-4848,HESSJ1640m465,30002021005,2.760144098,101762.2264,Brian,Mixed,FPMA mixed with other sources
IGR J16318-4848,HESSJ1640m465,30002021007,2.755595021,36987.63,Brian,Bad,
IGR J16318-4848,4U1630m47,30001016002,1.488120574,22071.8302,Brian,Easy,FPMA only
IGR J16318-4848,CXOUJ163802d6m471358,40001022002,1.916387703,102818.8097,Brian,Good,"FPMA only, I think"
IGR J16318-4848,Norma_MOS021,40014021002,1.832867419,30040.6306,Brian,Maybe?,"FPMB, unidentified source"
IGR J16318-4848,Norma_MOS022,40014022001,1.99516431,29049.239,Brian,Maybe?,"FPMB, unidentified source"
IGR J16318-4848,Norma_MOS023,40014023001,1.903081489,29333.8332,Brian,Maybe?,"FPMB, unidentified source"
IGR J16318-4848,Norma_MOS024,40014024001,1.920112146,29494.5026,Brian,Maybe?,"FPMB, unidentified source"
IGR J16318-4848,Norma_MOS025,40014025001,1.850117959,29787.579,Brian,Maybe?,"FPMB, unidentified source"
IGR J16318-4848,Norma_MOS026,40014026001,2.063482869,30459.0692,Brian,Maybe?,"FPMB, unidentified source"
IGR J16318-4848,Norma_MOS027,40014027001,1.980406732,31097.9593,Brian,Maybe?,"FPMB, Unidentified source"
IGR J16318-4848,HESSJ1640m465,30002021009,2.76588392,33692.5413,Brian,Mixed,FPMB only?
IGR J16318-4848,Norma_MOS028,40014028002,1.80209541,29770.1392,Brian,Maybe?,"FPMB, Unidentified source"
IGR J16318-4848,Norma_MOS029,40014029001,2.334549136,29445.1367,Brian,Maybe?,"FPMB, Unidentified source"
IGR J16318-4848,Norma_MOS030,40014030001,2.592227816,28126.0299,Brian,Maybe?,"FPMB, Unidentified source"
IGR J16318-4848,Norma_MOS031,40014031001,2.671331198,30304.0153,Brian,Maybe?,"FPMB, Unidentified source"
IGR J16318-4848,Norma_MOS032,40014032001,2.622835844,31345.1802,Brian,Maybe?,"FPMB, Unidentified source"
IGR J16318-4848,Norma_MOS033,40014033002,2.743580007,31805.6313,Brian,Maybe?,"FPMB, Unidentified source"
IGR J16318-4848,Norma_MOS034,40014034001,2.525831256,31782.1886,Brian,Maybe?,"FPMB, Unidentified source"
IGR J16318-4848,Norma_MOS035,40014035001,2.398931777,39864.2636,Brian,Maybe?,"FPMB, Unidentified source"
IGR J16318-4848,HESSJ1640m465,30002021011,2.776777181,22540.5437,Brian,Maybe?,FPMB in the corner?
IGR J16318-4848,CXOUJ163515d1m472304,30001017002,1.565245578,49833.6938,Brian,Maybe?,Hard to tell if SL is this source
IGR J16318-4848,HESSJ1640m465,30002021013,2.741376804,22198.9199,Brian,Bad,
IGR J16318-4848,HESSJ1640m465,30002021015,2.708854496,19679.9766,Brian,Bad,
IGR J16318-4848,HESSJ1640m465,30002021017,2.705688666,22464.3129,Brian,Bad,
IGR J16318-4848,IGRJ16393m4643,30001008002,2.501497173,50578.5302,Brian,Bad,GX 340 dominates
IGR J16318-4848,HESSJ1640m465,30002021019,2.725935109,19467.5645,Brian,Bad,
IGR J16318-4848,HESSJ1640m465,30002021021,2.700136909,19799.3161,Brian,Bad,
IGR J16318-4848,HESSJ1640m465,30002021023,2.713470954,22552.0914,Brian,Bad,
IGR J16318-4848,HESSJ1640m465,30002021025,2.717344241,21941.0693,Brian,Maybe?,Maybe for a LC pint
IGR J16318-4848,HESSJ1640m465,30002021027,2.70331329,20352.6011,Brian,Bad,
IGR J16318-4848,HESSJ1640m465,30002021029,2.706078706,22218.0345,Brian,Maybe?,
IGR J16318-4848,HESSJ1640m465,30002021031,2.72284848,4570.3466,Brian,Bad,
IGR J16318-4848,HESSJ1640m465,30002021033,2.77319521,4419.004,Brian,Bad,
IGR J16318-4848,HESSJ1640m465,30002021034,2.783067459,16773.1253,Brian,Bad,
IGR J16318-4848,CXOUJ163750d8m465545,30001033002,2.174782193,51986.3588,Brian,Maybe,Hard to tell if SL is this source on FPMB
IGR J16318-4848,HESSJ1640m465,30002021036,2.772262506,32513.142,Brian,Bad,4U 1630 dominates
IGR J16318-4848,4U1630m47,90002004002,1.494641091,15735.4942,Brian,Bad,Strong primary source
IGR J16318-4848,4U1630m47,90002004004,1.502298081,16117.8668,Brian,Bad,Strong primary source
IGR J16318-4848,HESSJ1640m465,30002021038,2.762464311,32089.3261,Brian,Bad,4U 1630 dominates
IGR J16318-4848,HESSJ1640m465,30002021040,2.755570537,52331.8485,Brian,Mixed,Hard to tell. FPMB only.
IGR J16318-4848,CXOUJ163601d2m474853,30160003002,1.215048203,78982.2041,Brian,Maybe?,"Not labeled, but may be there on FPMB?"
IGR J16318-4848,CXOUJ163543d2m473411,30160002002,1.391255903,99512.5897,Brian,Maybe?,"Not labeled, but may be there on FPMB?"
IGR J16318-4848,CXOUJ163709d7m473157,30160001002,1.539747381,50437.18,Brian,Maybe?,"Not labeled, but may be there on FPMB?"
IGR J16318-4848,HESSJ1640m465,30002021042,2.71275331,49144.3883,Brian,Maybe?,"Faint, FPMA only"
IGR J16318-4848,HESSJ1640m465,30002021044,2.714111388,45896.5526,Brian,Mixed,
IGR J16318-4848,IGR_J16418m4532,30101036002,3.666233516,40577.5763,Brian,Maybe?,Bright primary source
IGR J16318-4848,HESSJ1640m465,30002021046,2.712772336,50350.9695,Brian,Maybe,"Mixed, FPMA only"
IGR J16318-4848,1E161348m5055,90201028002,3.209515389,65937.5696,Brian,Bad,Unidentified SL source
IGR J16318-4848,PSR_J1622m4950,80202051002,1.777929373,52785.5622,Brian,Bad,
IGR J16318-4848,PSR_J1622m4950,80202051004,1.784523046,69665.8765,Brian,Bad,
IGR J16318-4848,CXO_J164710d2m455216,80201050002,3.937925361,19143.3456,Brian,Bad,Bright ghost ray source
IGR J16318-4848,1E_161348m5055,30301017002,3.188860402,65633.0912,Brian,Maybe?,Unidentified stray light source
IGR J16318-4848,CXO_J164710d2m455216,80201050004,3.901280277,24029.2798,Brian,Bad,Bright ghost ray source
IGR J16318-4848,CXO_J164710d2m455216,80201050006,3.896209648,23937.4483,Brian,Bad,Bright ghost ray source
IGR J16318-4848,PSR_J1622m4950,80202051006,1.827508705,126333.5954,Brian,Maybe?,Mixed SL
IGR J16318-4848,MAXI_J1621m501,90301322001,2.258560744,19463.8027,Brian,Good,"FPMB, bust strong primary source"
IGR J16318-4848,CXO_J164710d2m455216,80201050008,3.953520885,39717.5499,Brian,Bad,Bright ghost ray source
IGR J16318-4848,PSR_J1617m5055,30301013002,3.094278445,132738.9137,Brian,Maybe?,Unidentified stray light source
IGR J16318-4848,MAXI_J1631m479,90401372002,1.059312938,1155.7907,Brian,Bad,
IGR J16318-4848,AX_J1631d9m4752,90401373002,1.011996462,2322.1764,Brian,Maybe?,Ghost rays?
IGR J16318-4848,MAXI_J1631m479,90501301001,1.062944791,14916.7652,Brian,Bad,Strong primary source
IGR J16318-4848,1100.119427,2842.535569,,,,,
,,,,,,,
4U 0614+091,2MASXJ06262702p0727287,60161267002,2.889173661,18356.525,Brian,Good,Faint upper right in FPMB. Look for flares?
4U 0614+091,0,18.356525,,,,,
,,,,,,,
4U 1630-47,IGRJ16318m4848,30001006002,1.509325587,56571.2125,Brian,Bad,
4U 1630-47,IGRJ16393m4643,30001008002,1.153501998,50578.5302,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021002,1.351048704,63922.8195,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021003,1.387548116,21359.2558,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021005,1.445647462,101762.2264,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021007,1.442076965,36987.63,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021009,1.453613573,33692.5413,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021011,1.464854778,22540.5437,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021013,1.428875747,22198.9199,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021015,1.402061156,19679.9766,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021017,1.400144667,22464.3129,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021019,1.417433515,19467.5645,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021021,1.394708226,19799.3161,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021023,1.4079127,22552.0914,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021025,1.401670073,21941.0693,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021027,1.388946488,20352.6011,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021029,1.384639757,22218.0345,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021031,1.401099704,4570.3466,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021033,1.4558307,4419.004,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021034,1.464641102,16773.1253,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021036,1.45863125,32513.142,Brian,Easy,
4U 1630-47,HESSJ1640m465,30002021038,1.450710584,32089.3261,Brian,Easy,
4U 1630-47,HESSJ1640m465,30002021040,1.446633901,52331.8485,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021042,1.404426886,49144.3883,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021044,1.401400153,45896.5526,Brian,Bad,
4U 1630-47,HESSJ1640m465,30002021046,1.397327378,50350.9695,Brian,Bad,
4U 1630-47,IGR_J16418m4532,30101036002,2.252287505,40577.5763,Brian,Bad,
4U 1630-47,Norma_MOS011,40014011002,1.387201674,22213.1409,Brian,Bad,
4U 1630-47,Norma_MOS012,40014012001,1.375539523,20179.2882,Brian,Bad,
4U 1630-47,Norma_MOS013,40014013001,1.374546019,21114.24,Brian,Bad,
4U 1630-47,Norma_MOS014,40014014001,1.533162656,17060.0072,Brian,Bad,
4U 1630-47,Norma_MOS015,40014015001,1.47174254,19339.716,Brian,Bad,
4U 1630-47,Norma_MOS016,40014016001,1.456793637,20468.0578,Brian,Bad,
4U 1630-47,Norma_MOS017,40014017001,1.42198629,24783.436,Brian,Bad,
4U 1630-47,Norma_MOS018,40014018001,1.419700064,24702.6759,Brian,Bad,
4U 1630-47,Norma_MOS019,40014019001,1.497770419,26652.9928,Brian,Bad,
4U 1630-47,Norma_MOS029,40014029001,1.079334916,29445.1367,Brian,Bad,
4U 1630-47,Norma_MOS030,40014030001,1.335225339,28126.0299,Brian,Bad,
4U 1630-47,Norma_MOS031,40014031001,1.492204042,30304.0153,Brian,Bad,
4U 1630-47,Norma_MOS032,40014032001,1.430904595,31345.1802,Brian,Bad,
4U 1630-47,Norma_MOS033,40014033002,1.520636115,31805.6313,Brian,Bad,
4U 1630-47,Norma_MOS034,40014034001,1.315251326,31782.1886,Brian,Bad,
4U 1630-47,Norma_MOS035,40014035001,1.157720407,39864.2636,Brian,Bad,
4U 1630-47,CXO_J164710d2m455216,80201050002,2.725212611,19143.3456,Brian,Bad,
4U 1630-47,CXO_J164710d2m455216,80201050004,2.691511479,24029.2798,Brian,Bad,
4U 1630-47,CXO_J164710d2m455216,80201050006,2.683003293,23937.4483,Brian,Bad,
4U 1630-47,CXO_J164710d2m455216,80201050008,2.734347122,39717.5499,Brian,Bad,
4U 1630-47,PSR_J1622m4950,80202051002,3.074717907,52785.5622,Brian,Bad,
4U 1630-47,PSR_J1622m4950,80202051004,3.079796303,69665.8765,Brian,Bad,
4U 1630-47,PSR_J1622m4950,80202051006,3.117232193,126333.5954,Brian,Bad,
4U 1630-47,MAXI_J1621m501,90301322001,3.505090194,19463.8027,Brian,Bad,
4U 1630-47,1285.363349,1701.017386,,,,,
,,,,,,,
4U 1608-522,2S_1553m542,90101002002,2.956267503,27415.0546,Brian,Bad ,No SL
4U 1608-522,1E_1547d0m5408,30101035002,3.729391255,83387.591,Brian,Bad,
4U 1608-522,SNR_G327d1m1d1,40201010002,3.796716526,84761.3259,Brian,Bad ,
4U 1608-522,1E161348m5055,90201028002,1.550716845,65937.5696,Brian,Bad,No SL
4U 1608-522,IGRJ16181m5407,30161006002,1.839575068,58859.9103,Brian,Bad,No SL
4U 1608-522,PSR_J1622m4950,80202051002,3.031524015,52785.5622,Brian,Bad,No SL
4U 1608-522,PSR_J1622m4950,80202051004,3.027212808,69665.8765,Brian,Bad,No SL
4U 1608-522,1E_161348m5055,30301017002,1.566254949,65633.0912,Brian,Bad,Unidentified source
4U 1608-522,PSR_J1622m4950,80202051006,2.993404861,126333.5954,Brian,Easy,FPMA only
4U 1608-522,MAXI_J1621m501,90301322001,2.661796213,19463.8027,Brian,Maybe?,Bright primary
4U 1608-522,PSR_J1617m5055,30301013002,1.700881664,132738.9137,Brian,Bad,"No SL, unidentified SL source"
4U 1608-522,323.1694848,786.9822931,,,,,
,,,,,,,
A1145.1-6141,IGRJ11366m6002,60061213001,2.337362779,157.6949,,,
A1145.1-6141,IGRJ11366m6002,60061213002,2.350172321,21565.9948,Brian,Maybe,Faint in FPMB upper right corner
A1145.1-6141,Cen_X3,30101055002,3.406369221,21427.4608,Brian,Maybe,Faint in FPMB upper left corner
A1145.1-6141,IGRJ11215m5952,30101008002,3.734958499,20315.9494,Brian,Bad,
A1145.1-6141,PSR_J1119m6127,80102048001,3.419000265,160.1436,Brian,Bad,
A1145.1-6141,PSR_J1119m6127,80102048002,3.412313676,54357.9517,Brian,Bad,
A1145.1-6141,PSR_J1119m6127,80102048004,3.409130429,87156.3307,Brian,Bad,
A1145.1-6141,PSR_J1119m6127,80102048006,3.407067437,95437.1313,Brian,Good,Sliver in upper right corner
A1145.1-6141,PSR_J1119m6127,80102048008,3.405298317,92099.226,Brian,Good,Sliver in upper right corner
A1145.1-6141,PSR_J1119m6127,80102048010,3.358825737,94303.4821,Brian,Good,Sliver in upper right corner
A1145.1-6141,IGRJ11215m5952,30301010002,3.792026279,43718.0994,Brian,Bad,
A1145.1-6141,0,530.6994647,,,,,AKA 1E 1145.1-6141
,,,,,,,
4U 1705-440,IGR_J16493m4348,30102054002,3.543090605,22628.6805,,,
4U 1705-440,IGR_J16493m4348,30102054004,3.546390317,31228.4427,,,
4U 1705-440,IGR_J16493m4348,30102054006,3.522618913,21561.1383,,,
4U 1705-440,G346d6m0d2,40201001002,3.913762653,62775.7322,,,
4U 1705-440,PNE_G343,30301024002,1.634852311,37106.5707,,,
4U 1705-440,4U_1702m43,30363005002,1.166442443,21697.6688,,,
4U 1705-440,Swift_J1658d2m4242,90401307001,2.394187055,487.7658,,,
4U 1705-440,Swift_J1658d2m4242,90401307002,2.39372869,33337.1134,,,
4U 1705-440,Swift_J1658d2m4242,80301301002,2.391147688,31536.7413,,,
4U 1705-440,Swift_J1658d2m4242,80302302002,2.391565941,24024.8463,,,
4U 1705-440,Swift_J1658d2m4242,80302302004,2.391901945,25075.9267,,,
4U 1705-440,Swift_J1658d2m4242,80302302006,2.393432012,28244.5769,,,
4U 1705-440,Swift_J1658d2m4242,80302302008,2.387302766,26714.1436,,,
4U 1705-440,Swift_J1658d2m4242,80302302010,2.386337828,29102.0012,,,
4U 1705-440,Swift_J1658d2m4242,90401317002,2.394588872,28493.0101,,,
4U 1705-440,IGR_J17195m4100,30460005002,3.624884033,29536.3688,,,
4U 1705-440,58.8042395,453.5507273,,,,,
,,,,,,,
4U 1724-30,1E1740d7m2942,10002012001,3.649684905,10968.4558,,,
4U 1724-30,1E1740d7m2942,10002021001,3.645178041,2172.0005,,,
4U 1724-30,1E1740d7m2942,10002021003,3.674769117,6125.2671,,,
4U 1724-30,GalSurvey_B_MOS001,40032001002,3.677435825,40616.2075,,,
4U 1724-30,GalSurvey_B_MOS002,40032002001,3.61823543,40774.2278,,,
4U 1724-30,GalSurvey_B_MOS003,40032003001,3.557469472,40725.8812,,,
4U 1724-30,GalSurvey_B_MOS005,40032005002,3.704231042,26124.1003,,,
4U 1724-30,GalSurvey_B_MOS004,40032004002,3.756467343,23023.4738,,,
4U 1724-30,GalSurvey_B_MOS006,40032006001,3.650443568,29016.471,,,
4U 1724-30,GalSurvey_B_MOS007,40032007001,3.842655592,31361.8227,,,
4U 1724-30,GalSurvey_B_MOS008,40032008001,3.790460222,35380.106,,,
4U 1724-30,GalSurvey_B_MOS009,40032009002,3.724665821,43058.7938,,,
4U 1724-30,GalSurvey_B_MOS010,40032010001,3.923627804,42946.6894,,,
4U 1724-30,GalSurvey_B_MOS011,40032011001,3.864027872,42789.9038,,,
4U 1724-30,GalSurvey_B_MOS012,40032012002,3.815030186,40051.625,,,
4U 1724-30,4U1728m34,80001012002,3.184587857,27322.3531,,,
4U 1724-30,4U1728m34,80001012004,3.197872922,26342.1347,,,
4U 1724-30,GalSurvey_B_MOS013,40032013002,3.987461895,41691.725,,,
4U 1724-30,GalSurvey_B_MOS014,40032014002,3.928489457,44783.14,,,
4U 1724-30,GalSurvey_B_MOS015,40032015001,3.873568464,41500.3292,,,
4U 1724-30,GalSurvey_B_MOS018,40032018002,3.988121483,42013.971,,,
4U 1724-30,GRS1734m292,60061279002,2.689306851,20292.5873,,,
4U 1724-30,GX_354m0,30101051002,3.192199727,53342.219,,,
4U 1724-30,Rapid_Burster,90101009002,2.873148382,46648.8785,,,
4U 1724-30,PSR_J1723m2837,30101043002,2.341359125,81876.4541,,,
4U 1724-30,GCR_Block_B1,40112003002,3.611750513,55534.2903,,,
4U 1724-30,GCR_Block_B2,40112004001,3.668768693,53375.7853,,,
4U 1724-30,IGRJ17329m2731,90301012002,3.46978786,20846.0337,,,
4U 1724-30,CXOU_J173324d6m332321,90401321002,2.861704935,55194.0476,,,
4U 1724-30,GRS_1734m292,60301010002,2.755944173,26020.3307,,,
4U 1724-30,4U_1728m34,90501312002,3.147046353,19309.474,,,
4U 1724-30,Swift_J1756_SADA_19173,90501029002,2.044411066,680.4388,,,
4U 1724-30,0,1111.909218,,,,,
,,,,,,,
4U 1538-522,2S_1553m542,90101002002,3.078443407,27415.0546,,,
4U 1538-522,1E_1547d0m5408,30101035002,2.315912693,83387.591,,,
4U 1538-522,SNR_G327d1m1d1,40201010002,3.248363744,84761.3259,,,
4U 1538-522,0,195.5639715,,,,,
,,,,,,,
GX 9+1,SwiftJ1808d4m1754,80002014002,3.098473981,42500.0217,,,
GX 9+1,IGRJ17488m2018,90001002002,2.953899761,18172.1257,,,
GX 9+1,SGR_1806m20,30102038002,1.684214975,33244.3454,,,
GX 9+1,G11d2m0d3,40101012002,2.550407486,30132.0043,,,
GX 9+1,G11d2m0d3,40101012003,2.552882406,32357.89,,,
GX 9+1,G11d2m0d3,40101012004,2.54896957,35340.4855,,,
GX 9+1,SGR_1806m20,30102038004,1.63905107,28696.7761,,,
GX 9+1,SGR_1806m20,30102038006,1.660352122,31180.2292,,,
GX 9+1,SGR_1806m20,30102038007,1.645955151,11017.01,,,
GX 9+1,SGR_1806m20,30102038009,1.691792493,29891.9006,,,
GX 9+1,G11d2m0d3,90201027002,2.561504067,90943.157,,,
