Go here,ftp://ftp.srl.caltech.edu/pub/,Go to nustar/from_hassif/straylight_triage,,,,"Bad = No stray light, Good = Obvious stray light from this source, Easy = ONLY stray light from this source",
Name,,Sequence ID,Off-axis (deg),Exposure (ks),Checked By:,Good / Bad / Easy,Notes
IGR J17475-2822,G1d9p0d3,40001015007,1.194627142,144685.1722,,,
IGR J17475-2822,GalSurvey_B_MOS001,40032001002,1.46180343,40616.2075,,,
IGR J17475-2822,GalSurvey_B_MOS002,40032002001,1.471779146,40774.2278,,,
IGR J17475-2822,GalSurvey_B_MOS003,40032003001,1.491419418,40725.8812,,,
IGR J17475-2822,GalSurvey_B_MOS005,40032005002,1.368541339,26124.1003,,,
IGR J17475-2822,GalSurvey_B_MOS004,40032004002,1.363230534,23023.4738,,,
IGR J17475-2822,GalSurvey_B_MOS006,40032006001,1.386048257,29016.471,,,
IGR J17475-2822,GalSurvey_B_MOS007,40032007001,1.258636629,31361.8227,,,
IGR J17475-2822,GalSurvey_B_MOS008,40032008001,1.26844104,35380.106,,,
IGR J17475-2822,GalSurvey_B_MOS009,40032009002,1.29651523,43058.7938,,,
IGR J17475-2822,GalSurvey_B_MOS010,40032010001,1.159550845,42946.6894,,,
IGR J17475-2822,GalSurvey_B_MOS011,40032011001,1.176642228,42789.9038,,,
IGR J17475-2822,GalSurvey_B_MOS012,40032012002,1.193219977,40051.625,,,
IGR J17475-2822,GalSurvey_B_MOS013,40032013002,1.077866649,41691.725,,,
IGR J17475-2822,GalSurvey_B_MOS014,40032014002,1.097621502,44783.14,,,
IGR J17475-2822,GalSurvey_B_MOS015,40032015001,1.123373729,41500.3292,,,
IGR J17475-2822,GRS1739m278,80002018002,1.229336383,29713.6445,,,
IGR J17475-2822,GalSurvey_B_MOS018,40032018002,1.001052941,42013.971,,,
IGR J17475-2822,GRS1734m292,60061279002,2.346874318,20292.5873,,,
IGR J17475-2822,H1743m322,80001044002,3.877834735,50449.7126,,,
IGR J17475-2822,H1743m322,80001044004,3.881019608,61284.1923,,,
IGR J17475-2822,H1743m322,80001044006,3.891578612,25669.3923,,,
IGR J17475-2822,IGRJ17454m2919,80001046002,1.08852974,29408.6611,,,
IGR J17475-2822,IGRJ17544m2619,90001005002,2.592052753,79252.215,,,
IGR J17475-2822,IGR_J17511m3057,90101001002,2.695819701,42244.8923,,,
IGR J17475-2822,H1743m322,80002040002,3.892927344,28295.4107,,,
IGR J17475-2822,H1743m322,80002040004,3.904491489,28107.1284,,,
IGR J17475-2822,H1743m322,80002040006,3.901772312,26357.3686,,,
IGR J17475-2822,GRS_1739m278,80101050002,1.242078571,43382.9711,,,
IGR J17475-2822,H_1743m322,80202012002,3.854135912,65862.5688,,,
IGR J17475-2822,H_1743m322,80202012004,3.853506243,65688.1101,,,
IGR J17475-2822,GCR_Block_B1,40112003002,1.456912099,55534.2903,,,
IGR J17475-2822,GCR_Block_B2,40112004001,1.428013141,53375.7853,,,
IGR J17475-2822,COm0d4m0d22,90201020002,1.130856261,93528.3391,,,
IGR J17475-2822,GRS_1739m278,80102101002,1.237619749,27137.2417,,,
IGR J17475-2822,GRS_1739m278,80102101004,1.242508443,25899.4087,,,
IGR J17475-2822,GRS_1739m278,80102101005,1.253238183,27023.153,,,
IGR J17475-2822,IGRJ17329m2731,90301012002,3.357405967,20846.0337,,,
IGR J17475-2822,GX_3p1,30363001002,1.778069553,13664.2019,,,
IGR J17475-2822,Swift_J1756d9m2508,90402313002,3.926031945,39476.062,,,
IGR J17475-2822,Swift_J1756d9m2508,90402313004,3.959623404,60978.1803,,,
IGR J17475-2822,GRS_1734m292,60301010002,2.289969732,26020.3307,,,
IGR J17475-2822,IGR_J17503m2636,90401333002,1.840580811,39101.1763,,,
IGR J17475-2822,H_1743m322,90401335002,3.897317065,38447.5074,,,
IGR J17475-2822,Swift_J1756d9m2508,90501329001,3.862622692,37737.7448,,,
IGR J17475-2822,1423.531448,2184.312605,,,,,
,,,,,,,
IGR J16493-4348,Norma_MOS011,40014011002,3.121847504,22213.1409,,,
IGR J16493-4348,Norma_MOS012,40014012001,3.117531475,20179.2882,,,
IGR J16493-4348,Norma_MOS013,40014013001,3.103633329,21114.24,,,
IGR J16493-4348,Norma_MOS014,40014014001,2.984079863,17060.0072,,,
IGR J16493-4348,Norma_MOS015,40014015001,3.01840172,19339.716,,,
IGR J16493-4348,Norma_MOS016,40014016001,3.100488444,20468.0578,,,
IGR J16493-4348,Norma_MOS017,40014017001,3.112383135,24783.436,,,
IGR J16493-4348,Norma_MOS018,40014018001,3.054790597,24702.6759,,,
IGR J16493-4348,Norma_MOS019,40014019001,3.00450062,26652.9928,,,
IGR J16493-4348,HESSJ1640m465,30002021002,3.182566731,63922.8195,,,
IGR J16493-4348,HESSJ1640m465,30002021003,3.14273785,21359.2558,,,
IGR J16493-4348,HESSJ1640m465,30002021005,3.090497192,101762.2264,,,
IGR J16493-4348,HESSJ1640m465,30002021007,3.095124707,36987.63,,,
IGR J16493-4348,CXOUJ163802d6m471358,40001022002,3.933750802,102818.8097,,,
IGR J16493-4348,Norma_MOS022,40014022001,3.912599001,29049.239,,,
IGR J16493-4348,Norma_MOS023,40014023001,3.964407819,29333.8332,,,
IGR J16493-4348,Norma_MOS026,40014026001,3.83686395,30459.0692,,,
IGR J16493-4348,Norma_MOS027,40014027001,3.901451856,31097.9593,,,
IGR J16493-4348,HESSJ1640m465,30002021009,3.085066757,33692.5413,,,
IGR J16493-4348,Norma_MOS029,40014029001,3.518720513,29445.1367,,,
IGR J16493-4348,Norma_MOS030,40014030001,3.267479973,28126.0299,,,
IGR J16493-4348,Norma_MOS031,40014031001,3.227865217,30304.0153,,,
IGR J16493-4348,Norma_MOS032,40014032001,3.265090765,31345.1802,,,
IGR J16493-4348,Norma_MOS033,40014033002,3.136846412,31805.6313,,,
IGR J16493-4348,Norma_MOS034,40014034001,3.346943308,31782.1886,,,
IGR J16493-4348,Norma_MOS035,40014035001,3.458666582,39864.2636,,,
IGR J16493-4348,HESSJ1640m465,30002021011,3.074310003,22540.5437,,,
IGR J16493-4348,HESSJ1640m465,30002021013,3.10935494,22198.9199,,,
IGR J16493-4348,HESSJ1640m465,30002021015,3.142311376,19679.9766,,,
IGR J16493-4348,HESSJ1640m465,30002021017,3.14561515,22464.3129,,,
IGR J16493-4348,IGRJ16393m4643,30001008002,3.350841274,50578.5302,,,
IGR J16493-4348,HESSJ1640m465,30002021019,3.125161493,19467.5645,,,
IGR J16493-4348,HESSJ1640m465,30002021021,3.151128814,19799.3161,,,
IGR J16493-4348,HESSJ1640m465,30002021023,3.137907424,22552.0914,,,
IGR J16493-4348,HESSJ1640m465,30002021025,3.132913668,21941.0693,,,
IGR J16493-4348,HESSJ1640m465,30002021027,3.146979484,20352.6011,,,
IGR J16493-4348,HESSJ1640m465,30002021029,3.143747202,22218.0345,,,
IGR J16493-4348,HESSJ1640m465,30002021031,3.127012139,4570.3466,,,
IGR J16493-4348,HESSJ1640m465,30002021033,3.077227574,4419.004,,,
IGR J16493-4348,HESSJ1640m465,30002021034,3.067308728,16773.1253,,,
IGR J16493-4348,CXOUJ163750d8m465545,30001033002,3.683897504,51986.3588,,,
IGR J16493-4348,HESSJ1640m465,30002021036,3.078568804,32513.142,,,
IGR J16493-4348,HESSJ1640m465,30002021038,3.088524422,32089.3261,,,
IGR J16493-4348,HESSJ1640m465,30002021040,3.095738366,52331.8485,,,
IGR J16493-4348,HESSJ1640m465,30002021042,3.138250252,49144.3883,,,
IGR J16493-4348,HESSJ1640m465,30002021044,3.136404858,45896.5526,,,
IGR J16493-4348,IGR_J16418m4532,30101036002,2.218085224,40577.5763,,,
IGR J16493-4348,HESSJ1640m465,30002021046,3.13748015,50350.9695,,,
IGR J16493-4348,4U_1705m44,30101025002,3.526294221,14181.5471,,,
IGR J16493-4348,CXO_J164710d2m455216,80201050002,2.094535243,19143.3456,,,
IGR J16493-4348,CXO_J164710d2m455216,80201050004,2.129689941,24029.2798,,,
IGR J16493-4348,PNE_G343,30301024002,2.279713988,37106.5707,,,
IGR J16493-4348,CXO_J164710d2m455216,80201050006,2.127307113,23937.4483,,,
IGR J16493-4348,4U_1702m43,30363005002,3.112920041,21697.6688,,,
IGR J16493-4348,Swift_J1658d2m4242,90401307001,1.966176565,487.7658,,,
IGR J16493-4348,Swift_J1658d2m4242,90401307002,1.973750172,33337.1134,,,
IGR J16493-4348,Swift_J1658d2m4242,80301301002,1.97577335,31536.7413,,,
IGR J16493-4348,CXO_J164710d2m455216,80201050008,2.069408094,39717.5499,,,
IGR J16493-4348,Swift_J1658d2m4242,80302302002,1.975830391,24024.8463,,,
IGR J16493-4348,Swift_J1658d2m4242,80302302004,1.974764057,25075.9267,,,
IGR J16493-4348,Swift_J1658d2m4242,80302302006,1.973810573,28244.5769,,,
IGR J16493-4348,Swift_J1658d2m4242,80302302008,1.977156638,26714.1436,,,
IGR J16493-4348,Swift_J1658d2m4242,80302302010,1.979468814,29102.0012,,,
IGR J16493-4348,Swift_J1658d2m4242,90401317002,1.975048651,28493.0101,,,
IGR J16493-4348,PSR_J1709m4429,30401017002,3.690313254,43134.7425,,,
IGR J16493-4348,227.0161253,1994.07926,,,,,
,,,,,,,
IGR J17195-4100,CXOUJ171405d7m381031,30001130002,3.036156884,81270.2905,,,
IGR J17195-4100,RXJ1713d7m3946_NW_P1,40111001002,2.163767188,49596.616,,,
IGR J17195-4100,RXJ1713d7m3946_NW_P2,40111002002,2.0845534,57357.277,,,
IGR J17195-4100,4U_1705m44,30101025002,3.636578621,14181.5471,,,
IGR J17195-4100,HESS_J1713m381,30201031002,3.025510273,78561.3295,,,
IGR J17195-4100,G346d6m0d2,40201001002,1.960576723,62775.7322,,,
IGR J17195-4100,PNE_G343,30301024002,3.988101669,37106.5707,,,
IGR J17195-4100,4U_1702m43,30363005002,3.235120777,21697.6688,,,
IGR J17195-4100,PSR_J1709m4429,30401017002,3.951054433,43134.7425,,,
IGR J17195-4100,62.7757322,445.6817743,,,,,
,,,,,,,
AX J1838.0-0655,G21d5m0d9,10002014001,3.862034152,12990.365,,,
AX J1838.0-0655,G21d5m0d9,10002014002,3.842078468,44456.0194,,,
AX J1838.0-0655,G21d5m0d9,10002014003,3.827695246,44722.6295,,,
AX J1838.0-0655,G21d5m0d9,10002014004,3.827713079,28022.9063,,,
AX J1838.0-0655,G21d5m0d9,10002014005,3.826896618,133782.0822,,,
AX J1838.0-0655,G21d5m0d9,10002014006,3.872246216,1944.4335,,,
AX J1838.0-0655,1E1841m045,30001025002,2.133540432,48620.365,,,
AX J1838.0-0655,G21d5m0d9,40001016002,3.769870466,29703.7053,,,
AX J1838.0-0655,G21d5m0d9,40001016003,3.760809835,87721.3714,,,
AX J1838.0-0655,1E1841m045,30001025004,2.122461374,35188.3539,,,
AX J1838.0-0655,1E1841m045,30001025006,2.120030329,65676.0564,,,
AX J1838.0-0655,1E1841m045,30001025008,2.118235879,38436.6608,,,
AX J1838.0-0655,1E1841m045,30001025010,2.119578993,32927.2923,,,
AX J1838.0-0655,1E1841m045,30001025012,2.116494183,100675.11,,,
AX J1838.0-0655,HESSJ1834m087_TeV,30001045002,1.983393789,59555.8467,,,
AX J1838.0-0655,HESSJ1834m087_TeV,30001045004,1.986475696,48703.0809,,,
AX J1838.0-0655,HESSJ1834m087_TeV,30001045006,1.98172392,59601.1901,,,
AX J1838.0-0655,1RXSJ182557d5m071021,60160688002,2.988867417,21794.2414,,,
AX J1838.0-0655,HESSJ1832m093_TeV,80101003002,2.743876852,80753.0708,,,
AX J1838.0-0655,Swift_J1843d5m0343,30360001002,3.520056082,75612.3463,,,
AX J1838.0-0655,AX_J1841d0m0536,30301026002,1.477319326,54311.5328,,,
AX J1838.0-0655,XTE_J1829m098,90401332002,3.618937663,27770.4358,,,
AX J1838.0-0655,Swift_J183920m045350,30360002002,2.008549019,40788.2811,,,
AX J1838.0-0655,3XMM_J182855d9m095413,30360004002,3.706081861,42055.7982,,,
AX J1838.0-0655,222.1716505,1215.813175,,,,,
,,,,,,,
GK PER,Mrk1073,60001161002,3.48205092,22198.7133,,,
GK PER,NGC1275,60061361002,3.146200649,19874.1397,,,
GK PER,IRAS03219p4031,60260005002,3.363627388,21428.9389,,,
GK PER,3C_84,90202046002,3.173492347,22366.8844,,,
GK PER,3C_84,90202046004,3.193294095,28168.767,,,
GK PER,0,114.0374433,,,,,
,,,,,,,
XTE J1743-363,4U1728m34,80001012002,3.400252338,27322.3531,,,
XTE J1743-363,4U1728m34,80001012004,3.3939105,26342.1347,,,
XTE J1743-363,GX_354m0,30101051002,3.377097614,53342.219,,,
XTE J1743-363,Rapid_Burster,90101009002,3.578156509,46648.8785,,,
XTE J1743-363,4U_1746m37,30363004002,1.612641495,19882.1267,,,
XTE J1743-363,IGR_J17379m3747,90401312002,1.680513673,37359.826,,,
XTE J1743-363,CXOU_J173324d6m332321,90401321002,3.582616013,55194.0476,,,
XTE J1743-363,Swift_J1728d9m3613,90501303002,2.801251855,16764.6675,,,
XTE J1743-363,2MASSJ17485512m3254521,60160677002,3.71912392,21801.4007,,,
XTE J1743-363,4U_1728m34,90501312002,3.410913009,19309.474,,,
XTE J1743-363,57.2419527,323.9671278,,,,,
,,,,,,,
X1145-619,IGRJ11366m6002,60061213001,2.569257551,157.6949,,,
X1145-619,IGRJ11366m6002,60061213002,2.581869302,21565.9948,,,
X1145-619,Cen_X3,30101055002,3.555096411,21427.4608,,,
X1145-619,IGRJ11215m5952,30101008002,3.91640548,20315.9494,,,
X1145-619,PSR_J1119m6127,80102048001,3.512551717,160.1436,,,
X1145-619,PSR_J1119m6127,80102048002,3.506016959,54357.9517,,,
X1145-619,PSR_J1119m6127,80102048004,3.502837157,87156.3307,,,
X1145-619,PSR_J1119m6127,80102048006,3.501140715,95437.1313,,,
X1145-619,PSR_J1119m6127,80102048008,3.499720364,92099.226,,,
X1145-619,PSR_J1119m6127,80102048010,3.454057732,94303.4821,,,
X1145-619,IGRJ11215m5952,30301010002,3.971100886,43718.0994,,,
X1145-619,0,530.6994647,,,,,
,,,,,,,
BY CAM,WISEJ0542p6309,60001157002,2.317015993,32985.8254,,,
BY CAM,0,32.9858254,,,,,
,,,,,,,
IGR J00291+5934,gamma_Cas,30001147002,3.649495999,30762.5853,,,
IGR J00291+5934,IC10_X1,30001014002,1.152671975,88571.7722,,,
IGR J00291+5934,V592_Cas,30201012002,3.996421783,39504.2991,,,
IGR J00291+5934,CHU4_gamma_Cas,10301001002,3.690552182,1279.7689,,,
IGR J00291+5934,CHU4_gamma_Cas,10301001003,3.565438562,1077.8208,,,
IGR J00291+5934,CHU4_gamma_Cas,10301001004,3.694925509,750.3088,,,
IGR J00291+5934,88.5717722,161.9465551,,,,,
,,,,,,,
IGR J16482-3036,2MASSJ16561677m3302127,60160657002,3.0000042,21139.7662,,,
IGR J16482-3036,H1658m298,90101013002,3.038929278,51505.2459,,,
IGR J16482-3036,H1658m298,90201017002,3.092805435,26771.9022,,,
IGR J16482-3036,0,99.4169143,,,,,
,,,,,,,
IGR J16562-3301,H1658m298,90101013002,3.302445809,51505.2459,,,
IGR J16562-3301,H1658m298,90201017002,3.357969465,26771.9022,,,
IGR J16562-3301,GX_349p2,30201026002,3.919102923,40100.5711,,,
IGR J16562-3301,2MASXJ16481523m3035037,60160648002,2.998789144,20651.5659,,,
IGR J16562-3301,0,139.0292851,,,,,
,,,,,,,
IGR J18027-1455,SwiftJ1808d4m1754,80002014002,3.261860512,42500.0217,,,
IGR J18027-1455,GX_17p2,30101023002,3.350782926,11447.1853,,,
IGR J18027-1455,PSR_J1813m1246,30101044002,3.378512004,55848.0253,,,
IGR J18027-1455,Swift_J1816d7m1613,90201049002,3.616112675,50398.0431,,,
IGR J18027-1455,GX_13p1,30301003002,3.611289007,22711.1648,,,
IGR J18027-1455,SwiftJ181723d1m164300,90301009002,3.948073804,35983.4501,,,
IGR J18027-1455,PSR_J1813m1749,30364003002,3.903008146,26509.8127,,,
IGR J18027-1455,0,245.397703,,,,,
,,,,,,,
1RXP J130159.6-635806,RT_Cru,30201023002,2.980584123,58215.4033,,,
1RXP J130159.6-635806,GX304m1,90401326002,2.343177727,58086.8842,,,
1RXP J130159.6-635806,HD110432,30501001002,2.334330456,106452.5025,,,
1RXP J130159.6-635806,0,222.75479,,,,,
,,,,,,,
IGR J10095-4248,NGC3256,50002042002,3.429223367,171453.0192,,,
IGR J10095-4248,0,171.4530192,,,,,
,,,,,,,
4U 1258-61,PSRB1259m63,30002017002,2.2553077,30803.9778,,,
4U 1258-61,PSRB1259m63,30002017004,2.278847847,34369.3128,,,
4U 1258-61,PSRB1259m63,30002017006,2.26897224,27602.7996,,,
4U 1258-61,PSRB1259m63,30002017008,2.278467193,26956.0732,,,
4U 1258-61,PSRB1259m63,30002017010,2.273453433,30267.9993,,,
4U 1258-61,2RXPJ130159d6m635806,30001032002,2.395988722,32917.3938,,,
4U 1258-61,HD110432,30501001002,2.620538473,106452.5025,,,
4U 1258-61,0,289.370059,,,,,
,,,,,,,
IGR J17586-2129,IGRJ17488m2018,90001002002,2.486876636,18172.1257,,,
IGR J17586-2129,SGR_1806m20,30102038002,2.55995971,33244.3454,,,
IGR J17586-2129,G11d2m0d3,40101012002,3.584153059,30132.0043,,,
IGR J17586-2129,G11d2m0d3,40101012003,3.587618565,32357.89,,,
IGR J17586-2129,G11d2m0d3,40101012004,3.582868143,35340.4855,,,
IGR J17586-2129,SGR_1806m20,30102038004,2.500158285,28696.7761,,,
IGR J17586-2129,SGR_1806m20,30102038006,2.524296697,31180.2292,,,
IGR J17586-2129,IGR_J18027m2016,30101049002,1.416736844,39805.0186,,,
IGR J17586-2129,SGR_1806m20,30102038007,2.520706908,11017.01,,,
IGR J17586-2129,GX_5m1,30102056002,3.718776786,11153.9955,,,
IGR J17586-2129,GX_5m1,30102056004,3.719251385,10480.9981,,,
IGR J17586-2129,SGR_1806m20,30102038009,2.567710554,29891.9006,,,
IGR J17586-2129,GX_5m1,30102056006,3.719664734,10314.2186,,,
IGR J17586-2129,G11d2m0d3,90201027002,3.582083306,90943.157,,,
IGR J17586-2129,NGC_6440,90301320002,2.513731937,44470.1994,,,
IGR J17586-2129,Swift_J1756d9m2508,90402313002,3.713097709,39476.062,,,
IGR J17586-2129,IGRJ17476m2253,60463061002,2.947705465,26097.3603,,,
IGR J17586-2129,Swift_J1756d9m2508,90402313004,3.685655534,60978.1803,,,
IGR J17586-2129,IGR_J17528m2022,30401004002,1.673929788,43453.9149,,,
IGR J17586-2129,IGR_J17591m2342,90401331002,2.370476538,27086.8402,,,
IGR J17586-2129,IGR_J17591m2342,80301311002,2.365303105,29167.8325,,,
IGR J17586-2129,SGR_1806m20,80402320002,2.500648105,39917.0977,,,
IGR J17586-2129,XTE_J1810m197,80202013003,3.146295571,40929.7424,,,
IGR J17586-2129,XTE_J1810m197,80202013005,3.150528904,38941.4001,,,
IGR J17586-2129,Swift_J1756d9m2508,90501329001,3.781222102,37737.7448,,,
IGR J17586-2129,83.2589335,840.9865292,,,,,
,,,,,,,
IGR J17200-3116,4U1728m34,80001012002,3.56871644,27322.3531,,,
IGR J17200-3116,4U1728m34,80001012004,3.57399958,26342.1347,,,
IGR J17200-3116,GX_354m0,30101051002,3.594272468,53342.219,,,
IGR J17200-3116,Rapid_Burster,90101009002,3.502319967,46648.8785,,,
IGR J17200-3116,PSR_J1723m2837,30101043002,2.7197175,81876.4541,,,
IGR J17200-3116,CXOU_J173324d6m332321,90401321002,3.521114074,55194.0476,,,
IGR J17200-3116,4U_1728m34,90501312002,3.563979389,19309.474,,,
IGR J17200-3116,0,310.035561,,,,,
,,,,,,,
PSR J1846-0258,1E1841m045,30001025002,2.351070798,48620.365,,,
PSR J1846-0258,1E1841m045,30001025004,2.364604963,35188.3539,,,
PSR J1846-0258,1E1841m045,30001025006,2.367071223,65676.0564,,,
PSR J1846-0258,1E1841m045,30001025008,2.36744915,38436.6608,,,
PSR J1846-0258,1E1841m045,30001025010,2.365699483,32927.2923,,,
PSR J1846-0258,1E1841m045,30001025012,2.367028554,100675.11,,,
PSR J1846-0258,AX_J1841d0m0536,30301026002,2.98770456,54311.5328,,,
PSR J1846-0258,Swift_J183920m045350,30360002002,2.652881076,40788.2811,,,
PSR J1846-0258,2XMMJ185348d4m010229,60463067002,2.70693513,21566.8414,,,
PSR J1846-0258,0,438.1904937,,,,,
,,,,,,,
IGR J16558-5203,GX339_4,80001013002,3.457293611,35093.2204,,,
IGR J16558-5203,GX339_4,80001013004,3.436930735,20796.2479,,,
IGR J16558-5203,GX339_4,80001013006,3.436580396,23154.3395,,,
IGR J16558-5203,GX339_4,80001013008,3.432567564,43193.1683,,,
IGR J16558-5203,GX339_4,80001013010,3.43057879,98211.1778,,,
IGR J16558-5203,GX339_4,80001015001,3.509943357,10376.5406,,,
IGR J16558-5203,GX339_4,80001015003,3.493428685,30047.8381,,,
IGR J16558-5203,4U_1636m53,30101024002,2.835144856,19800.1954,,,
IGR J16558-5203,4U1636m53,30102014002,2.871238073,27439.8513,,,
IGR J16558-5203,GX339m4,80102011002,3.434318526,21636.8747,,,
IGR J16558-5203,GX339m4,80102011004,3.432790865,18302.7169,,,
IGR J16558-5203,4U1636m53,30102014004,2.866498003,30338.7499,,,
IGR J16558-5203,GX339m4,80102011006,3.437791183,19798.9843,,,
IGR J16558-5203,GX339m4,80102011008,3.43871571,21467.8624,,,
IGR J16558-5203,GX339m4,80102011010,3.437138476,38503.6362,,,
IGR J16558-5203,4U1636m53,30102014006,2.870087187,28924.9996,,,
IGR J16558-5203,GX339m4,80102011012,3.428732551,41335.8019,,,
IGR J16558-5203,GX_339m4,80302304002,3.430416304,21476.0623,,,
IGR J16558-5203,GX_339m4,80302304004,3.431453805,17982.3345,,,
IGR J16558-5203,GX_339m4,80302304005,3.43905894,18921.0656,,,
IGR J16558-5203,GX_339m4,80302304007,3.49472859,28964.3859,,,
IGR J16558-5203,GX_339m4,90401369002,3.47617673,632.9917,,,
IGR J16558-5203,GX_339m4,90401369004,3.521744922,3621.4675,,,
IGR J16558-5203,0,620.0205127,,,,,
,,,,,,,
XTE J1810-189,SwiftJ1808d4m1754,80002014002,1.273976035,42500.0217,,,
XTE J1810-189,SGR_1806m20,30102038002,1.37390971,33244.3454,,,
XTE J1810-189,SGR_1806m20,30102038004,1.438759417,28696.7761,,,
XTE J1810-189,SGR_1806m20,30102038006,1.420035787,31180.2292,,,
XTE J1810-189,IGR_J18027m2016,30101049002,2.206231788,39805.0186,,,
XTE J1810-189,SGR_1806m20,30102038007,1.396659026,11017.01,,,
XTE J1810-189,SGR_1806m20,30102038009,1.369548914,29891.9006,,,
XTE J1810-189,Swift_J1816d7m1613,90201049002,3.256745052,50398.0431,,,
XTE J1810-189,GX_13p1,30301003002,2.183179475,22711.1648,,,
XTE J1810-189,SwiftJ181723d1m164300,90301009002,2.855191623,35983.4501,,,
XTE J1810-189,SAX_J1818d6m1703,30301025002,2.85971104,53534.3246,,,
XTE J1810-189,PSR_J1813m1749,30364003002,1.487353526,26509.8127,,,
XTE J1810-189,SGR_1806m20,80402320002,1.440935873,39917.0977,,,
XTE J1810-189,242.9571934,445.3891946,,,,,
,,,,,,,
IGR J16195-4945,Norma_MOS008,40014008002,3.330391486,16573.1363,,,
IGR J16195-4945,Norma_MOS009,40014009001,3.329887346,14653.1126,,,
IGR J16195-4945,Norma_MOS003,40014003001,3.106343902,20846.0837,,,
IGR J16195-4945,Norma_MOS004,40014004001,3.231253774,19440.002,,,
IGR J16195-4945,Norma_MOS005,40014005001,3.2231235,21241.2728,,,
IGR J16195-4945,Norma_MOS006,40014006001,3.216585167,18958.6887,,,
IGR J16195-4945,Norma_MOS007,40014007001,3.34237252,22639.8596,,,
IGR J16195-4945,Norma_MOS001,40014001001,3.118300386,18406.6446,,,
IGR J16195-4945,Norma_MOS002,40014002001,3.110169759,19497.4487,,,
IGR J16195-4945,NuSTARJ163433m473841,30001012002,3.268876213,16599.8604,,,
IGR J16195-4945,4U1630m47,30001016002,3.378600917,22071.8302,,,
IGR J16195-4945,CXOUJ163802d6m471358,40001022002,3.983487449,102818.8097,,,
IGR J16195-4945,Norma_MOS021,40014021002,3.814272399,30040.6306,,,
IGR J16195-4945,Norma_MOS022,40014022001,3.919053943,29049.239,,,
IGR J16195-4945,Norma_MOS023,40014023001,3.892823707,29333.8332,,,
IGR J16195-4945,Norma_MOS024,40014024001,3.804349199,29494.5026,,,
IGR J16195-4945,Norma_MOS025,40014025001,3.762280495,29787.579,,,
IGR J16195-4945,Norma_MOS026,40014026001,3.995908963,30459.0692,,,
IGR J16195-4945,Norma_MOS027,40014027001,3.941774582,31097.9593,,,
IGR J16195-4945,Norma_MOS028,40014028002,3.767943058,29770.1392,,,
IGR J16195-4945,CXOUJ163515d1m472304,30001017002,3.551656151,49833.6938,,,
IGR J16195-4945,IGRJ16318m4848,30001006002,2.174364654,56571.2125,,,
IGR J16195-4945,4U1608m52,90002002002,2.905962656,34674.981,,,
IGR J16195-4945,4U1630m47,90002004002,3.386554968,15735.4942,,,
IGR J16195-4945,4U1630m47,90002004004,3.393600559,16117.8668,,,
IGR J16195-4945,CXOUJ163601d2m474853,30160003002,3.334567757,78982.2041,,,
IGR J16195-4945,IGR_J16320m4751,30101026002,2.768528078,49893.7826,,,
IGR J16195-4945,CXOUJ163543d2m473411,30160002002,3.436972051,99512.5897,,,
IGR J16195-4945,CXOUJ163709d7m473157,30160001002,3.642818418,50437.18,,,
IGR J16195-4945,1E161348m5055,90201028002,1.36387728,65937.5696,,,
IGR J16195-4945,1E_161348m5055,30301017002,1.354415961,65633.0912,,,
IGR J16195-4945,PSR_J1617m5055,30301013002,1.200917374,132738.9137,,,
IGR J16195-4945,4U_1608m52,80401321002,2.926246463,53741.5497,,,
IGR J16195-4945,MAXI_J1631m479,90401372002,2.782774607,1155.7907,,,
IGR J16195-4945,AX_J1631d9m4752,90401373002,2.836995658,2322.1764,,,
IGR J16195-4945,MAXI_J1631m479,90501301001,2.780755165,14916.7652,,,
IGR J16195-4945,264.3095745,1340.984563,,,,,
,,,,,,,
IGR J17418-1212,PDS_456,60002032002,3.928759949,43763.9534,,,
IGR J17418-1212,PDS_456,60002032004,3.925734818,42925.7381,,,
IGR J17418-1212,PDS_456,60002032006,3.920479014,44018.5289,,,
IGR J17418-1212,PDS_456,60002032008,3.932782971,58513.4213,,,
IGR J17418-1212,PDS_456,60002032010,3.870364193,109716.8291,,,
IGR J17418-1212,PDS_456,90101008002,3.943664135,77126.7031,,,
IGR J17418-1212,PDS_456,90101008004,3.92856963,40885.4801,,,
IGR J17418-1212,PDS_456,60201020002,3.875099291,158172.8088,,,
IGR J17418-1212,PDS_456,60402007002,3.93265541,81857.7386,,,
IGR J17418-1212,0,656.9812014,,,,,
,,,,,,,
IRAS 09149-6206,MAXIJ0911m635,90201024002,2.585956002,59904.7388,,,
IRAS 09149-6206,MAXIJ0911m635,90201042002,2.546613584,33758.5318,,,
IRAS 09149-6206,0,93.6632706,,,,,
,,,,,,,
IGR J17062-6143,NGC6300,60061277002,1.674195978,17705.965,,,
IGR J17062-6143,NGC6300,60261001002,1.669700628,20432.7575,,,
IGR J17062-6143,ESO138mG1,60201040002,3.054151123,45675.6822,,,
IGR J17062-6143,NGC6221,60160651002,2.973099171,18470.3561,,,
IGR J17062-6143,NGC6300,60261001004,1.686603762,23542.9681,,,
IGR J17062-6143,61.6816906,125.8277289,,,,,
,,,,,,,
SWIFT J2033.4+2147,Nova_Del_2013,90002001002,2.610945359,23917.7314,,,
SWIFT J2033.4+2147,0,23.9177314,,,,,
,,,,,,,
IGR J17254-3257,4U1728m34,80001012002,1.611089048,27322.3531,,,
